show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,Index,IMDB_Rating,year_added
s949,Movie,Swiped,Ann Deborah Fishman,"Kendall Ryan Sanders, Noah Centineo, Nathan Gamble, Kristen Johnston, Leigh-Allyn Baker, Christian Hutcherson, Shelby Wulfert, Steve Daron, Kalani Hilliker, Maddy Curley, George Hamilton",United States,2021-05-01,2018,TV-14,94 min,Comedies,"When two college roommates develop a discreet hookup app, casual affairs â and complications â soon run rampant on campus.",948,2.8,2021.0
s950,Movie,The Darkest Hour,Chris Gorak,"Emile Hirsch, Olivia Thirlby, Max Minghella, Rachael Taylor, Joel Kinnaman, Veronika Vernadskaya, Dato Bakhtadze, Yuriy Kutsenko","United States, Russia",2021-05-01,2011,PG-13,89 min,"Action & Adventure, Sci-Fi & Fantasy",Young Americans visit Moscow when the city is turned upside down by an alien invasion and band together with the locals to fight back.,949,4.9,2021.0
s951,Movie,The Lovely Bones,Peter Jackson,"Mark Wahlberg, Rachel Weisz, Susan Sarandon, Stanley Tucci, Michael Imperioli, Saoirse Ronan, Rose McIver, Christian Thomas Ashdale, Reece Ritchie, Carolyn Dando","United States, United Kingdom, New Zealand",2021-05-01,2009,PG-13,136 min,"Dramas, International Movies, Sci-Fi & Fantasy","In the aftermath of her murder, 14-year-old Susie watches from beyond as her loved ones mourn and search for her killer who is hiding in plain sight.",950,6.6,2021.0
s952,Movie,The Sweetest Thing,Roger Kumble,"Cameron Diaz, Christina Applegate, Selma Blair, Thomas Jane, Jason Bateman, Parker Posey, Frank Grillo, Eddie McClintock, Lillian Adams, Johnny Messner",United States,2021-05-01,2002,R,89 min,"Comedies, Romantic Movies","After meeting her potential soul mate, a commitment-averse young woman hits the road with her best friend on a wild, raunchy misadventure to find him.",951,5.2,2021.0
s953,Movie,The Whole Nine Yards,Jonathan Lynn,"Bruce Willis, Matthew Perry, Rosanna Arquette, Michael Clarke Duncan, Natasha Henstridge, Amanda Peet, Kevin Pollak, Harland Williams, Carmen Ferland, Serge Christianssens",United States,2021-05-01,2000,R,99 min,"Action & Adventure, Comedies",An unhappily married dentist becomes mixed up with mobsters and murder plots when he discovers that a notorious hit man has moved in next door.,952,6.7,2021.0
s954,Movie,The Whole Truth,Courtney Hunt,"Keanu Reeves, RenÃ©e Zellweger, Gugu Mbatha-Raw, Gabriel Basso, Jim Belushi, Jim Klock, Ritchie Montgomery, Christopher Berry",United States,2021-05-01,2016,R,93 min,"Dramas, Thrillers","Trying to earn an acquittal for a teen client accused of murdering his wealthy father, a defense attorney uncovers disturbing facts about the victim.",953,6.2,2021.0
s955,Movie,The Yeti Adventures,"Pierre Greco, Nancy Florence Savard","Rachelle Lefevre, Noel Fisher, Colm Feore, Julian Stamboulieh, Jesse Camacho, Bronwen Mantel, Arthur Holden",Canada,2021-05-01,2018,TV-PG,85 min,"Children & Family Movies, Comedies",An explorer and a detective set off for the snow-capped Himalayas to try to prove the existence of the mystical Yeti in this animated adventure.,954,5.1,2021.0
s956,Movie,Under Siege,Andrew Davis,"Steven Seagal, Tommy Lee Jones, Gary Busey, Erika Eleniak, Colm Meaney, Damian Chapa, Andy Romano, Patrick O'Neal, Nick Mancuso, Troy Evans","France, United States",2021-05-01,1992,R,102 min,Action & Adventure,A disgruntled former CIA operative and his group of terrorists commandeer a nuclear battleship. Standing in their way is one tough cook.,955,6.5,2021.0
s957,Movie,Zack and Miri Make a Porno,Kevin Smith,"Seth Rogen, Elizabeth Banks, Craig Robinson, Jason Mewes, Jeff Anderson, Traci Lords, Katie Morgan, Ricky Mabe, Justin Long, Brandon Routh, Tyler Labine, Tom Savini, Tisha Campbell-Martin, Jennifer Schwalbach, Gerry Bednob",United States,2021-05-01,2008,R,101 min,"Comedies, Independent Movies, Romantic Movies",Zack and Miri make and star in an adult film to bring in easy money. But their unspoken feelings for each other might threaten the whole enterprise.,956,6.5,2021.0
s958,TV Show,Pet Stars,,,,2021-04-30,2021,TV-PG,1 Season,Reality TV,Follow talent management company Pets on Q as they work with the biggest animal influencers on social media in this reality series.,957,5.2,2021.0
s959,Movie,Seven,Tosin Igho,"Efa Iwara, Richard Mofe-Damijo, Bimbo Manuel, Daddy Showkey, Patrick Diabuah, Uche Nwaefuna, Eriakha Edgar, Evaezi Ogoro, Sadiq Daba, Uzikwendu, Koffi tha guru, Orezi, Tomi Odunsi",,2021-04-30,2019,TV-14,113 min,"Dramas, International Movies","After his affluent father passes, a man must survive seven days in the Nigerian neighborhood of Ajegunle, where obstacles keep him from his inheritance.",958,8.6,2021.0
s960,Movie,The Disciple,Chaitanya Tamhane,"Aditya Modak, Arun Dravid, Sumitra Bhave, Deepika Bhide Bhagwat, Kiran Yadnyopavit, Abhishek Kale, Neela Khedkar, Makarand Mukund, Kristy Banerjee, Prasad Vanarse",India,2021-04-30,2021,TV-MA,128 min,"Dramas, Independent Movies, International Movies","Self-doubt, sacrifice and struggle converge into an existential crisis for a devoted classical vocalist as the mastery he strives for remains elusive.",959,3.3,2021.0
s961,TV Show,The Innocent,Oriol Paulo,"Mario Casas, Alexandra JimÃ©nez, Aura Garrido, JosÃ© Coronado, Juana Acosta, Susi SÃ¡nchez, Ana Wagener, Gonzalo de Castro, Martina GusmÃ¡n, Xavi SÃ¡ez, Miki EsparbÃ©, Anna AlarcÃ³n",,2021-04-30,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","An accidental killing leads a man down a dark hole of intrigue and murder. Just as he finds love and freedom, one phone call brings back the nightmare.",960,7.8,2021.0
s962,Movie,The Mitchells vs. The Machines,"Mike Rianda, Jeff Rowe","Danny McBride, Abbi Jacobson, Maya Rudolph, Mike Rianda, Eric AndrÃ©, Olivia Colman, Fred Armisen, Beck Bennett, John Legend, Chrissy Teigen, Blake Griffin, Conan O'Brien, Charlyne Yi",,2021-04-30,2021,PG,114 min,"Children & Family Movies, Comedies",A robot apocalypse put the brakes on their cross-country road trip. Now itâs up to the Mitchells â the worldâs weirdest family â to save the human race.,961,7.6,2021.0
s963,Movie,The Strangers: Prey at Night,Johannes Roberts,"Bailee Madison, Martin Henderson, Emma Bellomy, Lea Enslin, Damian Maffei, Christina Hendricks, Lewis Pullman","United States, United Kingdom",2021-04-30,2018,R,85 min,Horror Movies,Home-invasion horror comes to the trailer park when a family arrives at a mobile home community to find nobody there but a trio of masked murderers.,962,5.3,2021.0
s964,TV Show,The Unremarkable Juanquini,,"Antonio Sanint, MarÃ­a Cecilia SÃ¡nchez, Mariana GÃ³mez, JuliÃ¡n Cerati, Julio CÃ©sar Herrera, Biassini Segura, Jacques Toukhmanian",,2021-04-30,2021,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies",An inept magician pulls off the trick of his life: accidentally disappearing a wanted criminal during a police raid. Now he's going to pay for that.,963,4.3,2021.0
s965,Movie,Things Heard & Seen,"Robert Pulcini, Shari Springer Berman","Amanda Seyfried, James Norton, Natalia Dyer, Alex Neustaedter, F. Murray Abraham, Rhea Seehorn, Michael O'Keefe, Karen Allen, Jack Gore, James Urbaniak, Ana Sophia Heger",,2021-04-29,2021,TV-MA,121 min,"Horror Movies, Thrillers",A young woman discovers that both her husband and their new home harbor sinister secrets after they leave Manhattan for small-town life.,964,5.3,2021.0
s966,TV Show,Yasuke,,"LaKeith Stanfield, Takehiro Hira, Maya Tanida, Ian Chen, Gwendoline Yeo, Ming-Na Wen, Noshir Dalal, Paul Nakauchi, Darren Criss, Dia Frampton, William Christopher Stephens, Julie Marcus, Greg Chun, Dan Donohue, Johnny Yong Bosch, Michael Sinterniklaas, Amy Hill, Emily Woo Zeller, Keone Young",,2021-04-29,2021,TV-MA,1 Season,"Anime Series, International TV Shows",A peaceful boatman once known as the Black Samurai is pulled back into conflict when he takes a little girl with mysterious powers under his wing.,965,6.2,2021.0
s967,Movie,Get the Grift,Pedro Antonio,"Marcus Majella, Samantha SchmÃ¼tz, Caito Mainier, Pedroca Monteiro, Thelmo Fernandes, Zeca Carvalho, Pablo Sanabio, Luan Caruzo",Brazil,2021-04-28,2021,TV-MA,95 min,"Comedies, International Movies","After a botched scam, ClÃ³vis bumps into Lohane, his estranged foster sister. In a bind, they soon realize the only way out is to band together.",966,5.4,2021.0
s968,TV Show,Headspace Guide to Sleep,,Evelyn Lewis Prieto,,2021-04-28,2021,TV-G,1 Season,"Docuseries, Science & Nature TV","Learn how to sleep better with Headspace. Each episode unpacks misconceptions, offers friendly tips and concludes with a guided wind-down.",967,6.8,2021.0
s969,TV Show,Sexify,,"Aleksandra Skraba, Maria SobociÅska, Sandra Drzymalska, Piotr Pacek, Kamil Wodka, Jan Wieteska, Wojciech Solarz",Poland,2021-04-28,2021,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas","To build an innovative sex app and win a tech competition, a sexually inexperienced student and her friends must explore the daunting world of intimacy.",968,6.5,2021.0
s970,Movie,August: Osage County,John Wells,"Meryl Streep, Julia Roberts, Chris Cooper, Ewan McGregor, Margo Martindale, Sam Shepard, Dermot Mulroney, Julianne Nicholson, Juliette Lewis, Abigail Breslin, Benedict Cumberbatch, Misty Upham",United States,2021-04-27,2014,R,121 min,Dramas,"When their father disappears, three strong-willed women return to their childhood home and to their equally strong-willed mother.",969,7.2,2021.0
s971,Movie,Battle: Los Angeles,Jonathan Liebesman,"Aaron Eckhart, Michelle Rodriguez, Ramon Rodriguez, Bridget Moynahan, Ne-Yo, Michael PeÃ±a, Lucas Till, Cory Hardrict, Adetokumboh M'Cormack, Jim Parrack",United States,2021-04-27,2011,PG-13,116 min,"Action & Adventure, Sci-Fi & Fantasy","Led by their skillful staff sergeant, a platoon of gutsy Marines fights to protect all humankind from astonishingly powerful aliens.",970,5.7,2021.0
s972,Movie,Between Worlds,Maria Pulera,"Nicolas Cage, Franka Potente, Penelope Mitchell, Garrett Clayton, Lydia Hearst, Hopper Penn",Spain,2021-04-27,2018,R,91 min,Thrillers,"Grieving for his dead wife and daughter, a trucker plunges into a romance with a mother who needs his help. The dead, however, are far from gone.",971,3.9,2021.0
s973,TV Show,Fatma,,"Burcu Biricik, UÄur YÃ¼cel, Mehmet YÄ±lmaz Ak, Hazal TÃ¼resan, GÃ¼lÃ§in KÃ¼ltÃ¼r Åahin, Olgun Toker, ÃaÄdaÅ Onur ÃztÃ¼rk, Åehsuvar AktaÅ, Deniz Åen HamzaoÄlu, Didem Ä°nselel",Turkey,2021-04-27,2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Thrillers","Reeling from tragedy, a nondescript house cleaner embarks on a murderous streak as she searches for her missing husband and reckons with old wounds.",972,7.4,2021.0
s974,Movie,One,Santhosh Viswanath,"Mammootty, Joju George, Murali Gopy, Mathew Thomas, Nimisha Sajayan, Salim Kumar, Gayathri Arun, Ishaani Krishna",India,2021-04-27,2020,TV-PG,149 min,"Dramas, International Movies",A formidable Kerala chief ministerâs party loyalties and personal principles are tested when a damning social media post sparks a heated power struggle.,973,9.0,2021.0
s975,Movie,Ram Prasad Ki Tehrvi,Seema Pahwa,"Supriya Pathak, Parambrata Chatterjee, Konkona Sen Sharma, Vikrant Massey, Manoj Pahwa, Vinay Pathak, Ninad Kamat, Naseeruddin Shah",India,2021-04-24,2019,TV-14,113 min,"Dramas, Independent Movies, International Movies","Conflicts, complications and confrontations make for an emotional and eventful affair when a multigenerational family reunites in Lucknow.",974,7.5,2021.0
s976,Movie,Shadow and Bone - The Afterparty,,"David Spade, London Hughes, Fortune Feimster, Ben Barnes, Jessie Mei Li, Archie Renaux, Amita Suman, Freddy Carter, Kit Young",United States,2021-04-24,2021,TV-14,33 min,"Action & Adventure, Comedies, Dramas","Stars of Netflix's ""Shadow and Bone"" discuss the show's epic combat scenes, answer some fan questions and play an ""Army vs. Crows"" trivia game.",975,7.5,2021.0
s977,Movie,Among Family,Ozan AÃ§Ä±ktan,"Engin GÃ¼naydÄ±n, Demet Evgar, Erdal ÃzyaÄcÄ±lar, Su Kutlu, Devrim Yakut, Fatih Artman, GÃ¼lse Birsel, Åevket Ãoruh, Derya KaradaÅ, Devin ÃzgÃ¼r ÃÄ±nar",Turkey,2021-04-23,2017,TV-14,127 min,"Comedies, International Movies","Amid a marital crisis, Fikret befriends songstress Solmaz after a wacky encounter and must fill in as the father of her soon-to-wed daughter.",976,7.6,2021.0
s978,Movie,Dedemin Fisi,Meltem Bozoflu,"Onur Buldu, Alper Kul, Erdem Yener, Onur Atilla, Ãzge Borak, DoÄa Rutkay, Meltem YÄ±lmazkaya, Ä°rem Sak",Turkey,2021-04-23,2016,TV-14,101 min,"Comedies, International Movies","When a brain-dead family patriarch is about to be taken off life support, his extended family gathers round and plots to see who'll get his money.",977,5.5,2021.0
s979,Movie,Deliha,Hakan AlgÃ¼l,"Gupse Ãzay, BarÄ±Å ArduÃ§, Cihan Ercan",Turkey,2021-04-23,2014,TV-MA,102 min,"Comedies, International Movies, Romantic Movies","Short on sense but long on self-confidence, dotty Deliha sets her sights on a hunky photographer who opens up shop in her neighborhood.",978,4.6,2021.0
s980,Movie,DÃ¼ÄÃ¼n Dernek,"SelÃ§uk Aydemir, Birkan Pusa","Ahmet Kural, Murat Cemcir, Rasim Ãztekin, Devrim Yakut, BarÄ±Å YÄ±ldÄ±z, Ä°nan UlaÅ Torun, Zerrin SÃ¼mer, Åinasi Yurtsever",Turkey,2021-04-23,2013,TV-MA,102 min,"Comedies, International Movies","On the first day of Ramadan, Ismail joins friends on a road trip to a mosque and encounters his son, who, to Ismail's chagrin, plans a hasty wedding.",979,6.9,2021.0
s981,Movie,DÃ¼gÃ¼n Dernek 2: SÃ¼nnet,SelÃ§uk Aydemir,"Ahmet Kural, Murat Cemcir, Rasim Ãztekin, Devrim Yakut, BarÄ±Å YÄ±ldÄ±z, Ä°nan UlaÅ Torun, Åinasi Yurtsever, Erdal Tosun",Turkey,2021-04-23,2015,TV-MA,107 min,"Comedies, International Movies",Ismail and his old screwball crew land themselves in hot water when his grandson's circumcision evolves into a buzz-making citywide event.,980,6.3,2021.0
s982,Movie,G.O.R.A,Ãmer Faruk Sorak,"Cem YÄ±lmaz, Rasim Ãztekin, Ãzkan UÄur, Ä°dil FÄ±rat, Åafak Sezer, Ãzge Ãzberk, Erdal Tosun, Cezmi BaskÄ±n, Ozan GÃ¼ven, Engin GÃ¼naydÄ±n",Turkey,2021-04-23,2004,TV-MA,123 min,"Action & Adventure, Comedies, International Movies","Carpet dealer and UFO photo forger Arif is abducted by aliens. On the planet Gora, he helps friends escape from a meteorite strike and find freedom.",981,8.0,2021.0
s983,Movie,Hayat ÃpÃ¼cÃ¼gÃ¼,Åenol SÃ¶nmez,"Ali Sunal, Hatice Åendil, Ayda Aksel, Ahmet SaraÃ§oÄlu, Janset, Zerrin SÃ¼mer, Somer Karvan, Ali Ãelik",Turkey,2021-04-23,2015,TV-14,98 min,"Comedies, Dramas, International Movies","High-strung Metin finally stops seeing doom and gloom around every corner when he meets vivacious Hayat, but she has her own soul-searching to do.",982,5.9,2021.0
s984,Movie,Heroes: Silence and Rock & Roll,Alexis Morante,"Enrique Bunbury, Juan Valdivia, JoaquÃ­n Cardiel, Pedro Andreu",Spain,2021-04-23,2021,TV-MA,95 min,"Documentaries, International Movies, Music & Musicals","An exploration of the rise of HÃ©roes del Silencio, the seminal 1980s Spanish rock band. Anchored by Enrique Bunbury, they focused on a harder sound.",983,7.1,2021.0
s985,Movie,Kara Bela,Burak Aksak,"Cengiz Bozkurt, Seda Bakan, Erkan KolÃ§ak KÃ¶stendil, Cihan Ercan, Berat Yenilmez, Ä°Åtar GÃ¶kseven, Erdal Tosun, TarÄ±k ÃnlÃ¼oÄlu",Turkey,2021-04-23,2015,TV-MA,101 min,"Comedies, International Movies",The uneventful life of middle-aged Kudret turns upside down when a road trip turns into a wild race for survival with killers in hot pursuit.,984,6.7,2021.0
s986,Movie,Kocan Kadar Konus,KÄ±vanÃ§ BaruÃ¶nÃ¼,"Ezgi Mola, Murat YÄ±ldÄ±rÄ±m, GÃ¼lenay Kalkan, Ebru CÃ¼ndÃ¼beyoÄlu, Eda Ece, BegÃ¼m Ãner, GÃ¼l ArÄ±cÄ±, Muhammet Uzuner",Turkey,2021-04-23,2015,TV-MA,104 min,"Comedies, International Movies, Romantic Movies",A 30-year-old who's never taken the traditional path to love is tutored by her friends and family before reconnecting with her high school crush.,985,6.1,2021.0
s987,Movie,Kocan Kadar Konus 2: Dirilis,KÄ±vanÃ§ BaruÃ¶nÃ¼,"Ezgi Mola, Murat YÄ±ldÄ±rÄ±m, GÃ¼lenay Kalkan, Nevra Serezli, Eda Ece",Turkey,2021-04-23,2016,TV-14,104 min,"Comedies, International Movies, Romantic Movies","Efsun has found Mr. Right in Sinan, and their relationship is taking a serious turn. But their eccentric families quickly complicate the romance.",986,6.1,2021.0
s988,Movie,Legal Hash,Rindala Kodeih,"Tony Issa, Rita Harb, Fadee Andrawos, Majed Geagea, Hagob De Jerejian, Adnan Dirani, Khitam el Leham, Joelle Frenn, Stephanie Salem, Mabelle Soueid, Joseph Abboud",,2021-04-23,2019,TV-MA,103 min,"Comedies, International Movies","After a failed heist leads to a stint behind bars, a group of men reenters society with a risky business plan that soon reveals their true colors.",987,8.0,2021.0
s989,TV Show,Let's Fight Ghost,Kongkiat Khomsiri,"Suppapong Udomkaewkanjana, Patchanan Jiajirachote, Thongpoom Siripipat, Apiwit Reardon, Kornrawich Sungkitbool, Waratthaya Wongchayaporn, Wannasak Sirilar",Thailand,2021-04-23,2021,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","A med student with a supernatural gift tries to cash in on his abilities by facing off against ghosts, till a wandering spirit brings romance instead.",988,6.8,2021.0
s990,Movie,My Travel Buddy,Bedran GÃ¼zel,"OÄuzhan KoÃ§, Ä°brahim BÃ¼yÃ¼kak, Emre KÄ±nay, AslÄ± BekiroÄlu, Eda Ece, Bahar Åahin, Muharrem Bayrak, Toygan AvanoÄlu",Turkey,2021-04-23,2017,TV-MA,111 min,"Comedies, International Movies","Days before Eid, a salesman fired from his job drives to AyvalÄ±k to meet his girlfriend's family, but the trip goes astray due to his zany travel buddy.",989,6.1,2021.0
s991,Movie,Niyazi GÃ¼l DÃ¶rtnala,Hakan AlgÃ¼l,"Ata Demirer, Demet AkbaÄ, Åebnem Bozoklu, Levent Ãlgen",Turkey,2021-04-23,2015,TV-MA,102 min,"Comedies, International Movies","Seeking the formula behind a magical elixir bequeathed to him by his father, a veterinary professor gets embroiled in a mobster's horse-racing scheme.",990,4.5,2021.0
s993,Movie,Perfume Imaginary Museum âTime Warpâ,"MIKIKO, Daito Manabe",Perfume,,2021-04-23,2020,TV-G,54 min,"International Movies, Music & Musicals","This visually stunning special performance was the highlight of Perfumeâs ""P.O.P"" Festival â the J-pop trioâs 20th anniversary online celebration.",992,6.3,2021.0
s994,TV Show,Shadow and Bone,,"Jessie Mei Li, Archie Renaux, Ben Barnes, Freddy Carter, Amita Suman, Kit Young, Danielle Galligan, Calahan Skogman, Sujaya Dasgupta, Simon Sears, Daisy Head, ZoÃ« Wanamaker, Luke Pasqualino, Julian Kostov",United States,2021-04-23,2021,TV-14,1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.,993,7.5,2021.0
s995,Movie,This Lady Called Life,Kayode Kasum,"Bisola Aiyeola, Efa Iwara, Molawa Onajobi, Tina Mba, Wale Ojo, Jemima Osunde, Lota Chukwu, Samuel Asa'ah, Michael Ejoor, Uche Elumelu",Nigeria,2021-04-23,2020,TV-14,120 min,"Dramas, International Movies, Romantic Movies","Abandoned by her family, young single mother Aiye struggles to survive but stays focused on her dream of becoming an elite chef.",994,7.4,2021.0
s996,Movie,Vizontele,"YÄ±lmaz ErdoÄan, Ãmer Faruk Sorak","YÄ±lmaz ErdoÄan, Demet AkbaÄ, Altan Erkekli, Cem YÄ±lmaz, Cezmi BaskÄ±n, Bican GÃ¼nalan, Sebnem SÃ¶nmez, Ä°clal AydÄ±n, Mesut Ãakarli, Zeynep TokuÅ",Turkey,2021-04-23,2001,TV-MA,106 min,"Comedies, Dramas, International Movies","In 1974, a rural town in Anatolia gets its first television set â an event that's met with both excitement and trepidation by the villagers.",995,8.0,2021.0
s997,Movie,HOMUNCULUS,Takashi Shimizu,"Go Ayano, Ryo Narita, Yukino Kishii, Anna Ishii, Seiyo Uchino",Japan,2021-04-22,2021,TV-MA,116 min,"Horror Movies, International Movies, Thrillers",Truth and illusion blurs when a homeless amnesiac awakens from an experimental medical procedure with the ability to see people's innermost traumas.,996,5.5,2021.0
s998,TV Show,Life in Color with David Attenborough,,David Attenborough,"Australia, United Kingdom",2021-04-22,2021,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows","Using innovative technology, this docuseries explores nature from a fresh perspective as animals use color to survive and thrive in the wild.",997,8.2,2021.0
s999,Movie,Searching For Sheela,,Ma Anand Sheela,India,2021-04-22,2021,TV-14,58 min,"Documentaries, International Movies",Journalists and fans await Ma Anand Sheela as the infamous former Rajneesh communeâs spokesperson returns to India after decades for an interview tour.,998,4.3,2021.0
s1000,Movie,Stowaway,Joe Penna,"Anna Kendrick, Toni Collette, Daniel Dae Kim, Shamier Anderson","Germany, United States",2021-04-22,2021,TV-MA,116 min,"Dramas, International Movies, Thrillers",A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.,999,5.7,2021.0
s1001,Movie,Wild Dog,Ahishor Solomon,"Nagarjuna Akkineni, Dia Mirza, Saiyami Kher, Atul Kulakarni, Bilal Hussain, Ali Reza, Mayank Parakh",,2021-04-22,2020,TV-MA,126 min,"Action & Adventure, International Movies",A brash but brilliant Indian intelligence agent leads a covert operation to nab the mastermind behind a series of attacks threatening national security.,1000,6.1,2021.0
s1002,Movie,Oloibiri,Curtis Graham,"Olu Jacobs, Richard Mofe-Damijo, William R. Moses, Taiwo Ajai-Lycett, Ifeanyi Williams, Ivie Okujaye, Dayton Sinkia, Bradley Gordon","Canada, Nigeria, United States",2021-04-21,2015,TV-14,86 min,"Dramas, International Movies, Thrillers","After drilling depletes a small village, a corporation finds more oil in the region, igniting tensions among the community.",1001,5.2,2021.0
s1003,Movie,Tell Me When,Gerardo Gatica,"JesÃºs Zavala, Ximena Romo, VerÃ³nica Castro, JosÃ© Carlos Ruiz, Gabriel Nuncio, Rosa MarÃ­a Bianchi, HÃ©ctor Bonilla, AndrÃ©s Almeida",Mexico,2021-04-21,2021,TV-MA,97 min,"Comedies, International Movies",Workaholic Will puts his humdrum life in LA on hold to fulfill his grandpa's last wish: visiting Mexico City's most iconic sights and falling in love.,1002,5.8,2021.0
s1004,TV Show,Zero,,"Giuseppe Dave Seke, Haroun Fall, Beatrice GrannÃ², Dylan Magon, Daniela Scattolin, Madior Fall, Virgina Diop",Italy,2021-04-21,2021,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas","A shy teen with the power to turn invisible must get it under control to help defend his neighborhood, putting aside the pursuit of his artistic dream.",1003,7.4,2021.0
s1005,TV Show,Izzy's Koala World,,"Izzy Bee, Ali Bee, Tim Bee",Australia,2021-04-20,2021,TV-Y,2 Seasons,Kids' TV,Young koala caretaker Izzy Bee and her family rescue cuddly creatures in need and help them head back into the wild on Australiaâs Magnetic Island.,1004,8.0,2021.0
s1007,Movie,Motu Patlu Dino Invasion,Suhas Kadav,"Sourav Chakraborty, Mayur Vyas, Anil Datt",,2021-04-20,2018,TV-Y7,80 min,"Children & Family Movies, Comedies","A time machine sends Motu and Patlu back to the dinosaur period, but the real trouble starts when the reptiles travel back to the present day with them!",1006,4.0,2021.0
s1008,Movie,Motu Patlu in Octupus World,Suhas Kadav,"Sourav Chakraborty, Vidit Kumar, Mayur Vyas, Mahendra Bhatnagar, Dishi Duggal, Nandkishore Pandey",,2021-04-20,2017,TV-Y,81 min,"Children & Family Movies, Comedies","While returning a goldfish and an octopus from an aquarium to the sea, Motu and Patlu must also save the goldfishâs family from a mean, tentacled queen.",1007,5.8,2021.0
s1009,Movie,Motu Patlu VS Robo Kids,Suhas Kadav,"Sourav Chakraborty, Anil Dutt",,2021-04-20,2019,TV-Y,84 min,Children & Family Movies,"For Motu, facing off against three children becomes an unexpected challenge when he realizes they have superstrength â and a secret!",1008,8.5,2021.0
s1010,Movie,Rudra: Secret of the Black Moon,"Akshay Sanjeev Chavan, Sumit Das","Shailendra Pandey, Vinod Kulkarni, Rohan, Mukesh Pandey, Bhakti Shalini, Ghanshyam Shukla, Pankaj Kalra, Kanchan, Sanchit Wartak, Ajay Singhal",,2021-04-20,2020,TV-Y7,87 min,Children & Family Movies,"Kid magician Rudra sets out to save Earth from the demon of Black Moon planet, but can he get the job done if his spells donât work on enemy territory?",1009,6.0,2021.0
s1011,Movie,Rudra: The Rise of King Pharaoh,,"Shailendra Pandey, Rohan, Mukesh Pandey, Bhakti, Shalini, Ghanshyam Shukla, Sabina Malik",,2021-04-20,2019,TV-Y7,91 min,Children & Family Movies,"When a malicious, resurrected mummy begins to steal the energy of young people in Mumbai, kid magician Rudra must use his special powers to stop him.",1010,3.8,2021.0
s1012,Movie,Free to Play,,,United States,2021-04-19,2014,TV-14,76 min,Documentaries,This documentary follows three professional video game players as they compete in an international tournament with a million-dollar prize.,1011,7.6,2021.0
s1013,TV Show,Luis Miguel - The Series,,"Diego Boneta, Juan Pablo Zurita, Camila Sodi, Ãscar Jaenada, Izan Llunas, Paulina DÃ¡vila, MartÃ­n Bello, Anna Favella, CÃ©sar BordÃ³n, Vanessa Bauche",Mexico,2021-04-19,2021,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas","This series dramatizes the life story of Mexican superstar singer Luis Miguel, who has captivated audiences in Latin America and beyond for decades.",1012,8.0,2021.0
s1014,Movie,Miss Sloane,John Madden,"Jessica Chastain, Mark Strong, Gugu Mbatha-Raw, Michael Stuhlbarg, Raoul Bhaneja, John Lithgow, Sam Waterston, Chuck Shamata, Jake Lacy, Alison Pill, David Wilson Barnes","France, United States, United Kingdom, Canada",2021-04-19,2016,R,132 min,Thrillers,A tenacious Capitol Hill lobbyist with a well-earned reputation for winning takes on the most challenging battle of her career.,1013,7.5,2021.0
s1015,TV Show,PJ Masks,,"Jacob Ewaniuk, Kyle Breitkopf, Addison Holley","France, United Kingdom",2021-04-19,2019,TV-Y,3 Seasons,Kids' TV,"Three 6-year-old kids who live normal lives during the day become superheroes at night, fighting crime as a team known as PJ Masks.",1014,5.3,2021.0
s1016,Movie,American Me,Edward James Olmos,"Edward James Olmos, William Forsythe, Pepe Serna, Danny De La Paz, Evelina Fernandez, Cary-Hiroyuki Tagawa, Daniel Villarreal, Sal Lopez, Daniel Haro, Domingo Ambriz",United States,2021-04-17,1992,R,126 min,Dramas,Three friends born in poverty create their own capitalist dream as powerful gang members. Time in prison makes one of them consider a fresh beginning.,1015,7.1,2021.0
s1017,Movie,Delhi Belly,Abhinay Deo,"Imran Khan, Vir Das, Kunaal Roy Kapur, Poorna Jagannathan, Shenaz Treasury, Vijay Raaz, Paresh Ganatra, Rahul Singh",India,2021-04-17,2011,TV-MA,101 min,"Action & Adventure, Comedies, International Movies","Three flatmates get involved in the shady business belonging to one roomie's fiancÃ©, and discover that a global crime syndicate is gunning for them.",1016,7.6,2021.0
